,original,paraphrase,similar
242,"Quittant progressivement les études, il s'engage en voiturettes au sein de l'écurie de son ami en 1934.",Il rejoint les charrettes tirées par des chevaux de son ami en 1934 après avoir quitté ses études.,True
474,Les influences opposées des belligérants finissent par couper la Grèce en deux lors du « Schisme national ».,"Claude de Bourdeille Comte de Montrésor was a conspirator against Richelieu, who lived with Marie de Guise.",False
39,"À la suite du retrait d'Alfa Corse, de la compétition, Nuvolari s'engage avec la Scuderia Ferrari qui engage semi-officiellement les Alfa Romeo et remporte les 24 Heures du Mans 1933.","Les nouvelles fonctionnalités de Portal 2 incluent les faisceaux tracteurs, la réflexion laser, les ponts de lumière et le gel pour augmenter la vitesse du joueur, ainsi que la possibilité de placer des portails sur des surfaces qu'il n'était pas possible de créer.",False
475,"Venizélos, démis de ses fonctions par le roi, crée un second gouvernement, à Thessalonique, sous la protection des troupes de l'Entente.",Trois personnes différentes émergent des seigneurs et seigneurs de Montrésor.,False
398,"Cette législation, conservée dans les archives et placée sous la responsabilité du vizir, s'applique à tous, pour le bien commun et la concorde sociale.","En 1924, il devient champion d'Italie dans la catégorie 500 cm3 et l'année suivante, il devient champion d'Europe dans la catégorie 350 cm3.",False
2,"Tazio Giorgio Nuvolari, dit Tazio Nuvolari (ˈtattsjo ˈdʒordʒo nuvoˈlari), né le 16 novembre 1892 à Castel d'Ario et mort le 11 août 1953 à Mantoue, est un pilote motocycliste et un pilote automobile italien également connu sous les surnoms d'Il Mantovano Volante (le Mantouan volant) ou Nivola.",Tazio Nuvolari était un motocycliste et motocycliste italien décédé le 11 août 1953.,True
224,"Richard John Beattie-Seaman dit Richard Seaman et surnommé Dick Seaman, né le 4 février 1913 à Chichester (Angleterre, Royaume-Uni) et mort le 25 juin 1939 à Spa (province de Liège, Belgique), est un pilote automobile britannique.","Remplis de bonnes choses, les dieux se doivent de faire fonctionner la nature au profit de tous les Égyptiens.",False
383,"Tel Rê qui combat le serpent Apophis, le roi d'Égypte repousse les pillards du désert, combat les armées d'invasion et mate les rebelles intérieurs.","Le roi d'Egypte combat les armées d'invasion, combat les pillards du désert et soumet les rebelles de l'intérieur.",True
178,"Le jeu introduit de nouveaux personnages comme Wheatley et Cave Johnson respectivement interprétés en version originale par Stephen Merchant et J. K. Simmons, et par Guillaume Lebon et Paul Borne en version française.","La version originale du jeu a été écrite par Stephen Merchant et J. K. Simmons, et la version française a été écrite par Guillaume Lebon et Paul Borne.",True
214,"Certains journalistes du domaine vidéoludique listent le jeu parmi les meilleurs de l'année 2011, voire comme le meilleur de tous les temps.","Dans le discours religieux, il n'est que leur humble serviteur, un ministre qui fait de multiples offrandes.",False
97,"Claude de Bourdeille Comte de Montrésor, complotiste contre Richelieu, qui vécu avec Marie de Guise (1615-1688), descendante des Batarnay et Joyeuse inhumés dans la collégiale de Montrésor.",Le jeu est considéré comme le meilleur de tous les temps par certains journalistes.,False
403,"Elefthérios Kyriákou Venizélos (grec moderne : Ελευθέριος Κυριάκου Βενιζέλος), né le 11 août 1864 (23 août dans le calendrier grégorien) à Mourniés, en Crète, et décédé le 18 mars 1936 (à 71 ans) à Paris, en France, est un homme politique grec, considéré, dès 1921, comme le « fondateur de la Grèce moderne ».","Un homme politique grec décédé à Paris, en France en 1936, est né le 11 août 1864.",True
200,"Le scénario du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail apporté aux voix de GLaDOS, de Wheatley et de Cave Johnson.",Richard Seaman est décédé des suites de ses blessures peu après minuit.,False
163,"Portal 2 conserve le même système de jeu que Portal, et ajoute de nouvelles fonctionnalités comme les rayons tracteurs, la réflexion de laser, les ponts en lumière, et les gels permettant d'accélérer la vitesse du joueur, de faire rebondir tout élément le percutant ou de placer des portails sur des surfaces sur lesquelles il n'était pas possible d'en créer.",Le Grand Prix d'Allemagne est le grand événement qu'il remporte l'année suivante.,False
477,"Venizélos, démis de ses fonctions par le roi, crée un second gouvernement, à Thessalonique, sous la protection des troupes de l'Entente.","Venizelos, relevé de ses fonctions par le roi, créa un second gouvernement à Thessalonique.",True
118,"Depuis plusieurs décennies, la commune a donc choisi d'axer son développement économique sur le tourisme, aidée en cela par la richesse de son patrimoine bâti (cinq monuments historiques), son cadre naturel et ses figures historiques.","La richesse de son patrimoine bâti, son cadre naturel et ses personnages historiques ont fait de la ville un axe de développement économique sur le tourisme.",True
13,Nuvolari commence à piloter en compétition motocycliste en 1920 alors qu'il est déjà âgé de vingt-sept ans.,Le jeu sortira en Amérique du Nord le 19 avril et dans le reste du monde le lendemain.,False
348,"Comblés de biens, les dieux se doivent d'actionner favorablement les forces de la nature pour un bénéfice commun à tous les Égyptiens.","Constantin I, qui est monté sur le trône en 1913, est très proche du Triplice.",False
268,"Décidé à « donner une leçon à ERA » en 1936, il acquiert une Delage vieille de dix ans que ses mécaniciens optimisent massivement.",Pharaon est le seul gagnant car il est le seul à pouvoir soutenir son char de combat ou assommer un groupe de prisonniers.,False
293,"En 1939, il subit la concurrence des pilotes allemands et se voit privé de départ à Pau, car les voitures reviennent en priorité aux pilotes allemands en dépit de ses performances aux essais.","Après des études en Crète et en Grèce, il a déménagé à La Canée pour commencer le journalisme et la politique.",False
411,"Après des études en Crète et en Grèce, il devient avocat en 1887, s'installe à La Canée, et se lance dans le journalisme et la politique.","A la fin de la saison 1930, Nuvolari décide de se consacrer exclusivement à l'automobile et fonde son équipe, la Scuderia Nuvolari.",False
331,"Dans cette iconographie, le pharaon est invariablement figuré comme l'égal des dieux.",L'égal des dieux est la façon dont l'iconographie représente le pharaon.,True
231,Il trouve la mort lors du Grand Prix de Belgique 1939.,Il est décédé lors du Grand Prix de Belgique.,True
250,"En 1935, il conclut un accord avec la firme britannique ERA.",Le langage corporel pharaonique ignore la séparation des pouvoirs et couvre toute l'activité du collectif.,False
140,"La version du jeu sur disque optique est distribuée par Electronic Arts, tandis que la distribution en ligne pour Windows et OS X est gérée par le service de diffusion de contenu de Valve, Steam.","Electronic Arts distribue la version disque optique du jeu, tandis que Valve gère la distribution en ligne pour Windows et OS X.",True
36,"À la suite du retrait d'Alfa Corse, de la compétition, Nuvolari s'engage avec la Scuderia Ferrari qui engage semi-officiellement les Alfa Romeo et remporte les 24 Heures du Mans 1933.","Après un jeu de réalité alternative d'une semaine basé sur de nouvelles corrections du jeu original, une suite sera annoncée le 5 mars 2010.",False
139,La version pour Linux a été mise en bêta-test le 25 février 2014.,"Avec sa propre structure et sa mécanique indépendante, il a pu renouer avec le succès.",False
173,"Dans la campagne solo, le joueur contrôle la protagoniste Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement d'Aperture Science délabré pendant sa reconstruction par l'ordinateur surpuissant réactivé, GLaDOS, doublée par Ellen McLain en version originale et par Scarlett Perdereau en version française.","Dans la campagne solo, le joueur contrôle Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement délabré d'Aperture Science pendant qu'il est reconstruit par l'ordinateur surpuissant relancé.",True
191,"Valve publie, après la sortie du jeu, une aide comprenant du contenu téléchargeable supplémentaire et un éditeur de carte simplifié pour permettre aux joueurs de créer et de partager des salles de tests avec d'autres.","Après la sortie du jeu, Valve publiera des DLC supplémentaires et un éditeur de carte qui permettra aux joueurs de créer et de partager des salles de test avec d'autres.",True
460,L'opposition entre les deux hommes se prolonge au cours de la Première Guerre mondiale.,Montrésor is located in the Indre-et-Loire department in the Center-Val de Loire region.,False
187,"Portal 2 comprend également un mode coopératif à deux joueurs, dans lequel les personnages Atlas et P-Body reçoivent chacun un générateur de portails et doivent travailler ensemble afin de résoudre des énigmes et trouver une échappatoire.","Dans le mode coopératif à deux joueurs de Portal 2, les personnages Atlas et P-Body reçoivent chacun un générateur de portail et doivent travailler ensemble pour résoudre des énigmes et trouver une issue de secours.",True
152,"Avant la sortie du jeu sur Steam, l'entreprise met en vente un deuxième jeu en réalité alternée, Potato Sack, portant sur treize titres développés indépendamment, qui aboutit à une parodie de calcul distribué permettant de télécharger Portal 2 dix heures avant sa sortie.","Avant la sortie du jeu sur Steam, la société met en vente un deuxième jeu de réalité alternative, Potato Sack, qui se traduit par une parodie informatique distribuée qui permet de télécharger Portal 2 dix heures avant sa sortie.",True
3,"Tazio Giorgio Nuvolari, dit Tazio Nuvolari (ˈtattsjo ˈdʒordʒo nuvoˈlari), né le 16 novembre 1892 à Castel d'Ario et mort le 11 août 1953 à Mantoue, est un pilote motocycliste et un pilote automobile italien également connu sous les surnoms d'Il Mantovano Volante (le Mantouan volant) ou Nivola.","Tazio Nuvolari, également connu sous le nom de Tazio Nuvolari, était un motocycliste et motocycliste italien décédé en 1953.",True
337,"Dans le discours religieux, il n'est cependant que leur humble serviteur, un desservant zélé qui accomplit de multiples offrandes.",La Grèce est sortie victorieuse des deux guerres dans les Balkans.,False
0,"Tazio Giorgio Nuvolari, dit Tazio Nuvolari (ˈtattsjo ˈdʒordʒo nuvoˈlari), né le 16 novembre 1892 à Castel d'Ario et mort le 11 août 1953 à Mantoue, est un pilote motocycliste et un pilote automobile italien également connu sous les surnoms d'Il Mantovano Volante (le Mantouan volant) ou Nivola.","Tazio Giorgio Nuvolari, également connu sous le nom de Tazio Nuvolari, était un motocycliste et motocycliste italien décédé en 1953.",True
57,"Au sortir du conflit, âgé de cinquante-quatre ans et malgré la maladie, il obtient plusieurs résultats notables et se retire en 1950 sur une victoire de catégorie.","Dans la campagne solo, le joueur contrôle Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement délabré d'Aperture Science pendant qu'il est reconstruit par l'ordinateur surpuissant relancé, GLaDOS.",False
398,"Cette législation, conservée dans les archives et placée sous la responsabilité du vizir, s'applique à tous, pour le bien commun et la concorde sociale.",La législation est conservée dans les archives et s'applique à tous.,True
130,"Le jeu paraît sur Windows, OS X, PlayStation 3 et Xbox 360 le 19 avril 2011 en Amérique du Nord, et le surlendemain pour le reste du monde.","Il a quitté le plan de carrière que ses parents avaient pour lui de diriger avec son collègue de l'école, Whitney Straight.",False
316,"Personnage central de l'État, le pharaon est l'intercesseur obligé entre les dieux et les humains.","La figure centrale de l'État est le pharaon, qui est un intercesseur entre les dieux et les humains.",True
291,"En 1939, il subit la concurrence des pilotes allemands et se voit privé de départ à Pau, car les voitures reviennent en priorité aux pilotes allemands en dépit de ses performances aux essais.",Il se voit refuser un départ à Pau en 1939 car les voitures sont privilégiées aux pilotes allemands malgré ses performances à l'entraînement.,True
91,"Imbert de Batarnay, vers la fin du XVe siècle et le début du XVIe siècle, originaire du Dauphiné, conseiller de quatre rois de France, est l'artisan du renouveau monumental de Montrésor où il introduit l'architecture Renaissance (château et collégiale).","L'histoire du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail apporté aux voix de GLaDOS, Wheatley et Cave Johnson.",False
405,"La jeunesse de Venizélos est marquée par les luttes en Crète contre la présence ottomane et en faveur d'un rattachement à la Grèce, l’enosis.","À l'âge de vingt-sept ans, Nuvolari a commencé à faire de la course de motos.",False
54,"La relation avec Enzo Ferrari empirant courant 1937, il s'essaye au pilotage d'une des Flèches d'Argent d'Auto Union puis rejoint la firme allemande en 1938 et lui reste fidèle jusqu'au début de la Seconde Guerre mondiale.","Il rejoint la firme allemande en 1938 et y reste fidèle jusqu'au début de la Seconde Guerre mondiale, après s'être essayé au pilotage de l'une des flèches d'argent de l'Auto Union.",True
149,Portal 2 est annoncé le 5 mars 2010 à la suite d'un jeu en réalité alternée d'une semaine basé sur les nouveaux correctifs apportés au jeu original.,"Après un jeu de réalité alternative d'une semaine basé sur de nouvelles corrections du jeu original, une suite à Portal sera annoncée le 5 mars 2010.",True
159,Il est la suite de Portal sorti en 2007.,La suite est sortie en 2007.,True
312,Les fonctions pharaoniques sont les diverses activités religieuses et gouvernementales exercées par le roi d'Égypte durant l'Antiquité (entre les années 3150 et 30 avant notre ère).,Les diverses activités religieuses et gouvernementales du roi d'Egypte ont eu lieu pendant l'Antiquité.,True
242,"Quittant progressivement les études, il s'engage en voiturettes au sein de l'écurie de son ami en 1934.",Le langage corporel pharaonique ignore la séparation des pouvoirs et couvre tous les domaines de l'activité collective.,False
397,"Cette législation, conservée dans les archives et placée sous la responsabilité du vizir, s'applique à tous, pour le bien commun et la concorde sociale.",La législation a été conservée dans les archives et est sous la responsabilité du vizir.,True
261,"Avec sa propre structure et des mécaniciens indépendants, il renoue avec le succès avec notamment trois victoires de rang.","Pharaon assure la prospérité en faisant appel aux dieux pour réguler les eaux du Nil, en ouvrant des greniers en cas de famine, et en garantissant une bonne répartition des terres arables.",False
140,"La version du jeu sur disque optique est distribuée par Electronic Arts, tandis que la distribution en ligne pour Windows et OS X est gérée par le service de diffusion de contenu de Valve, Steam.",Seaman a mis en place une structure semi-indépendante après la retraite prématurée de ce dernier du sport en fin d'année.,False
57,"Au sortir du conflit, âgé de cinquante-quatre ans et malgré la maladie, il obtient plusieurs résultats notables et se retire en 1950 sur une victoire de catégorie.","Malgré la maladie, il obtient plusieurs résultats notables à la fin du conflit et prend sa retraite en 1950 avec une victoire de catégorie.",True
179,"Le jeu introduit de nouveaux personnages comme Wheatley et Cave Johnson respectivement interprétés en version originale par Stephen Merchant et J. K. Simmons, et par Guillaume Lebon et Paul Borne en version française.","Stephen Merchant et J. K. Simmons ont écrit la version originale du jeu, tandis que Guillaume Lebon et Paul Borne ont écrit la version française.",True
383,"Tel Rê qui combat le serpent Apophis, le roi d'Égypte repousse les pillards du désert, combat les armées d'invasion et mate les rebelles intérieurs.","Tazio Nuvolari, également connu sous le nom de Tazio Nuvolari, était un motocycliste et motocycliste italien décédé en 1953.",False
387,Pharaon est toujours le seul vainqueur ; debout en assommant une grappe de prisonniers ou en décochant des flèches depuis son char de combat.,Pharaon est le seul qui est toujours le gagnant.,True
375,"Chef des armées, le pharaon est le valeureux protecteur des frontières.",Le pharaon est le chef des armées.,True
190,"Valve publie, après la sortie du jeu, une aide comprenant du contenu téléchargeable supplémentaire et un éditeur de carte simplifié pour permettre aux joueurs de créer et de partager des salles de tests avec d'autres.","Après la sortie du jeu, Valve publiera une aide comprenant du contenu téléchargeable supplémentaire et un éditeur de carte simplifié pour permettre aux joueurs de créer et de partager des salles de test avec d'autres.",True
408,"La jeunesse de Venizélos est marquée par les luttes en Crète contre la présence ottomane et en faveur d'un rattachement à la Grèce, l’enosis.",Il a remporté sa première grande victoire automobile à la Miglia.,False
439,"Ainsi, lorsque les militaires grecs organisent le coup de Goudi à l'été 1909, Venizélos est sollicité pour prendre en mains la destinée de la nation.",Il est mort d'un accident vasculaire cérébral en 1953.,False
414,"Après des études en Crète et en Grèce, il devient avocat en 1887, s'installe à La Canée, et se lance dans le journalisme et la politique.","Suite au retrait d'Alfa Corse de la compétition, Nuvolari rejoint la Scuderia Ferrari, qui remporte les 24 Heures du Mans en 1933.",False
393,"Unique législateur, les lois et décrets qu'il promulgue s'inspirent de la sagesse divine.","À l'âge de vingt-sept ans, Nuvolari a commencé à faire de la moto.",False
358,"Plus largement, la gestuelle pharaonique recouvre tous les champs d'activité du collectif et ignore la séparation des pouvoirs.",Le langage corporel pharaonique ignore la séparation des pouvoirs.,True
466,"Constantin Ier, monté sur le trône en 1913, est plutôt proche de la Triplice tandis que Venizélos penche vers l'Entente.","Constantin I, qui est monté sur le trône en 1913, est proche du Triplice.",True
437,"Ainsi, lorsque les militaires grecs organisent le coup de Goudi à l'été 1909, Venizélos est sollicité pour prendre en mains la destinée de la nation.",Venizelos a été invité à prendre en main le destin de la nation lorsque l'armée grecque a organisé un coup d'État en 1909.,True
416,"Élu député libéral à l'assemblée générale crétoise en 1889, insurgé lors de la révolte de 1897-1898, il rédige à l’issue de celle-ci la constitution de la Crète autonome.",Il a remporté sa première grande victoire automobile cette saison.,False
349,"Comblés de biens, les dieux se doivent d'actionner favorablement les forces de la nature pour un bénéfice commun à tous les Égyptiens.",Le «schisme national» a fini par couper la Grèce en deux.,False
170,"Dans la campagne solo, le joueur contrôle la protagoniste Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement d'Aperture Science délabré pendant sa reconstruction par l'ordinateur surpuissant réactivé, GLaDOS, doublée par Ellen McLain en version originale et par Scarlett Perdereau en version française.",Il a gagné la confiance de ses pairs avec une deuxième place à la Vanderbilt Cup après avoir été recruté comme pilote Junior en 1937.,False
340,Cette piété exprime l'espoir d'un juste retour de service.,"Afin de permettre au pays de faire face aux conflits émergents, le Premier ministre mène une politique de modernisation du royaume, principalement au niveau de l'armée et de la marine.",False
99,"Claude de Bourdeille Comte de Montrésor, complotiste contre Richelieu, qui vécu avec Marie de Guise (1615-1688), descendante des Batarnay et Joyeuse inhumés dans la collégiale de Montrésor.","Richard Seaman, également connu sous le nom de Dick Seaman, était un pilote de course britannique décédé le 25 juin 1939 à Spa.",False
416,"Élu député libéral à l'assemblée générale crétoise en 1889, insurgé lors de la révolte de 1897-1898, il rédige à l’issue de celle-ci la constitution de la Crète autonome.",Il fut élu député à l'assemblée générale crétoise en 1889 et rédigea la constitution de la Crète à la fin de la révolte de 1897-1898.,True
381,"Tel Rê qui combat le serpent Apophis, le roi d'Égypte repousse les pillards du désert, combat les armées d'invasion et mate les rebelles intérieurs.",La Grèce est du côté des gagnants grâce à ses actions.,False
182,Jonathan Coulton et le groupe The National produisent chacun une chanson pour le jeu.,Le National et Jonathan Coulton écrivent une chanson pour le match.,True
260,"Avec sa propre structure et des mécaniciens indépendants, il renoue avec le succès avec notamment trois victoires de rang.",Il a renoué avec le succès avec sa propre structure et sa mécanique indépendante.,True
92,"Imbert de Batarnay, vers la fin du XVe siècle et le début du XVIe siècle, originaire du Dauphiné, conseiller de quatre rois de France, est l'artisan du renouveau monumental de Montrésor où il introduit l'architecture Renaissance (château et collégiale).","De nouveaux éléments du système de jeu, la courbe d'apprentissage difficile mais surmontable du jeu et le nouveau mode coopératif sont également mis en évidence.",False
435,"Ainsi, lorsque les militaires grecs organisent le coup de Goudi à l'été 1909, Venizélos est sollicité pour prendre en mains la destinée de la nation.",Venizelos a été invité à prendre en main le destin de la nation lorsque l'armée grecque a organisé un coup d'État à l'été 1909.,True
27,"Au cours de cette saison, il obtient sa première victoire majeure en automobile aux Mille Miglia.",Il a obtenu sa première grande victoire automobile.,True
21,"Ces titres acquis, Nuvolari fonde son écurie, la Scuderia Nuvolari, et se tourne vers la compétition automobile tout en poursuivant la compétition motocycliste en parallèle jusqu'à la fin de la saison 1930 quand il décide de se consacrer exclusivement à l'automobile.",Le jeu sortira en Amérique du Nord le 19 avril et dans le reste du monde deux jours plus tard.,False
166,"Ces gels ont été créés par l'équipe du projet Tag: The Power of Paint du DigiPen Institute of Technology, gagnante de la compétition étudiante au Independent Games Festival de 2009.",L'équipe du projet Tag: The Power of Paint a remporté le concours étudiant du Independent Games Festival et a créé ces gels.,True
53,"La relation avec Enzo Ferrari empirant courant 1937, il s'essaye au pilotage d'une des Flèches d'Argent d'Auto Union puis rejoint la firme allemande en 1938 et lui reste fidèle jusqu'au début de la Seconde Guerre mondiale.","Dans la campagne solo, le joueur contrôle Chell, réveillée de sa biostase après plusieurs années, qui doit naviguer dans le centre d'enrichissement délabré d'Aperture Science pendant qu'il est reconstruit par l'ordinateur surpuissant relancé.",False
165,"Ces gels ont été créés par l'équipe du projet Tag: The Power of Paint du DigiPen Institute of Technology, gagnante de la compétition étudiante au Independent Games Festival de 2009.","Il est le meilleur pilote de voiturette de la saison, ce qui ouvre les portes à l'équipe Mercedes, et il a remporté presque toutes les courses auxquelles il a participé.",False
123,"Cette politique semble avoir enrayé la chute démographique observée depuis le début du XXe siècle et la population montrésorienne, bien que vieillissante, paraît stabilisée autour de 350 habitants depuis une vingtaine d'années.",La baisse démographique observée depuis le début du 20e siècle semble avoir été stoppée par cette politique et la population montréalaise semble stable depuis une vingtaine d'années.,True
68,Montrésor (prononcé /mɔ̃.tʁe.zɔʁ/) est une commune française du département d'Indre-et-Loire en région Centre-Val de Loire.,The Indre-et-Loire department in the Center-Val de Loire region is home to Montrésor.,True
281,"L'année suivante, il remporte une Grande Épreuve comptant pour le championnat d'Europe des pilotes, le Grand Prix d'Allemagne.",Le Grand Prix d'Allemagne a été remporté l'année suivante par lui.,True
412,"Après des études en Crète et en Grèce, il devient avocat en 1887, s'installe à La Canée, et se lance dans le journalisme et la politique.","Après des études en Crète et en Grèce, il a déménagé à La Canée et a commencé le journalisme et la politique.",True
408,"La jeunesse de Venizélos est marquée par les luttes en Crète contre la présence ottomane et en faveur d'un rattachement à la Grèce, l’enosis.",La jeunesse de Venizelos est marquée par les luttes contre les Ottomans en Crète et leur attachement à la Grèce.,True
459,"Cependant, il entre dans un très grave conflit avec le commandant en chef des troupes grecques, le prince héritier Constantin.",Le prince héritier Constantin est le commandant en chef des troupes grecques.,True
181,Jonathan Coulton et le groupe The National produisent chacun une chanson pour le jeu.,Le National et Jonathan Coulton ont écrit une chanson pour le match.,True
116,"Depuis plusieurs décennies, la commune a donc choisi d'axer son développement économique sur le tourisme, aidée en cela par la richesse de son patrimoine bâti (cinq monuments historiques), son cadre naturel et ses figures historiques.","La richesse de son patrimoine bâti, son cadre naturel et ses personnages historiques ont permis à la ville d'axer son développement économique sur le tourisme.",True
78,"C'est à ses pieds que s'est édifié le bourg, d'abord simple lieu-dit de la commune voisine de Beaumont-Village, érigé en paroisse en 1700 seulement, autour de la collégiale Saint-Jean-Baptiste, et devenu commune à la Révolution française.","Portal 2 est très bien accueilli par toute la presse spécialisée, malgré quelques réserves sur la difficulté de trouver une suite complète.",False
209,"Les nouveaux éléments du système de jeu, la courbe d'apprentissage du jeu, difficile, mais surmontable, et le nouveau mode coopératif, sont également soulignés.","Les nouveaux éléments du système de jeu, la courbe d'apprentissage difficile mais surmontable du jeu et le nouveau mode coopératif sont mis en évidence.",True
218,"Le 25 janvier 2014, Portal 2 recense près de quatre millions d'exemplaires vendus, tous supports non numériques confondus.",C'est un ministre qui fait de multiples offrandes dans le discours religieux.,False
399,"Cette législation, conservée dans les archives et placée sous la responsabilité du vizir, s'applique à tous, pour le bien commun et la concorde sociale.","Après avoir acquis ces titres, Nuvolari fonde son équipe, la Scuderia Nuvolari, et poursuit la compétition moto jusqu'à la fin de la saison 1930, lorsqu'il décide de se consacrer uniquement à l'automobile.",False
447,"Premier ministre, il mène une politique de modernisation du royaume, principalement en ce qui concerne l'armée et la marine, afin de permettre au pays d'affronter les conflits qui se dessinent.","Afin de permettre au pays de faire face aux conflits émergents, le Premier ministre mène une politique de modernisation du royaume, principalement au niveau de l'armée et de la marine.",True
464,L'opposition entre les deux hommes se prolonge au cours de la Première Guerre mondiale.,"Pendant la Première Guerre mondiale, l'opposition se poursuit entre les deux hommes.",True
290,"En 1939, il subit la concurrence des pilotes allemands et se voit privé de départ à Pau, car les voitures reviennent en priorité aux pilotes allemands en dépit de ses performances aux essais.",La législation était conservée dans les archives et placée sous la responsabilité du vizir.,False
230,Il trouve la mort lors du Grand Prix de Belgique 1939.,"Il n'est que leur humble serviteur, un ministre qui fait de multiples offrandes.",False
252,"En 1935, il conclut un accord avec la firme britannique ERA.","""Apportez Maat et repoussez Isefet"" est une maxime des Textes des Pyramides utilisée pour encadrer les actions politiques.",False
82,"Parmi les seigneurs et châtelains successifs de Montrésor, trois personnalités émergent.",Trois personnes différentes émergent parmi les seigneurs et seigneurs de Montrésor.,True
368,"Dès les Textes des pyramides, les actions politiques du souverain sont encadrées par une seule maxime : « Amener Maât et repousser Isefet », c'est-à-dire promouvoir l'harmonie et repousser le chaos.","""Apportez Maat et repoussez Isefet"" est une maxime des Textes des Pyramides qui dit de promouvoir l'harmonie.",True
269,"Décidé à « donner une leçon à ERA » en 1936, il acquiert une Delage vieille de dix ans que ses mécaniciens optimisent massivement.",Les lois et décrets qu'il promulgue sont inspirés de la sagesse divine.,False
450,La Grèce sort ainsi vainqueur des deux guerres balkaniques.,Les deux guerres balkaniques ont été gagnées par la Grèce.,True
463,L'opposition entre les deux hommes se prolonge au cours de la Première Guerre mondiale.,Il y a trois personnes différentes parmi les seigneurs et seigneurs de Montrésor.,False
53,"La relation avec Enzo Ferrari empirant courant 1937, il s'essaye au pilotage d'une des Flèches d'Argent d'Auto Union puis rejoint la firme allemande en 1938 et lui reste fidèle jusqu'au début de la Seconde Guerre mondiale.","Il rejoint la firme allemande en 1938 et y reste fidèle jusqu'au début de la Seconde Guerre mondiale, après s'être essayé au pilotage d'une des Flèches d'Argent.",True
215,"Le 25 janvier 2014, Portal 2 recense près de quatre millions d'exemplaires vendus, tous supports non numériques confondus.","Aux premiers, il assure la bonne exécution des rituels dans les temples; à ces derniers, il garantit la prospérité agricole, la défense du territoire et une justice impartiale.",False
104,"Xavier Branicki, exilé polonais, arrivé à Montrésor en 1849, homme d'affaires et écrivain, est un mécène pour sa commune dont il est maire pendant 10 ans ; sa famille habite toujours le château.","Un exilé polonais est arrivé à Montrésor en 1849, il est homme d'affaires et écrivain, et sa famille vit toujours au château, il est maire de la ville pendant 10 ans.",True
59,"Au sortir du conflit, âgé de cinquante-quatre ans et malgré la maladie, il obtient plusieurs résultats notables et se retire en 1950 sur une victoire de catégorie.","Malgré la maladie, il obtient plusieurs résultats notables et prend sa retraite en 1950 avec une victoire dans la catégorie.",True
150,"Avant la sortie du jeu sur Steam, l'entreprise met en vente un deuxième jeu en réalité alternée, Potato Sack, portant sur treize titres développés indépendamment, qui aboutit à une parodie de calcul distribué permettant de télécharger Portal 2 dix heures avant sa sortie.","Avant la sortie du jeu sur Steam, la société met en vente un deuxième jeu de réalité alternative, Potato Sack, qui aboutit à une parodie informatique distribuée qui permet de télécharger Portal 2 dix heures avant sa sortie.",True
330,"Dans cette iconographie, le pharaon est invariablement figuré comme l'égal des dieux.",Venizelos a été invité à prendre en main le destin de la nation lorsque l'armée grecque a organisé un coup d'État à l'été 1909.,False
235,"Issu de la haute bourgeoisie britannique, il s'écarte de la carrière que lui prévoient ses parents pour courir aux côtés de son collègue d'école, Whitney Straight.","Il a quitté le plan de carrière que ses parents avaient pour lui de diriger avec son collègue de l'école, Whitney Straight.",True
1,"Tazio Giorgio Nuvolari, dit Tazio Nuvolari (ˈtattsjo ˈdʒordʒo nuvoˈlari), né le 16 novembre 1892 à Castel d'Ario et mort le 11 août 1953 à Mantoue, est un pilote motocycliste et un pilote automobile italien également connu sous les surnoms d'Il Mantovano Volante (le Mantouan volant) ou Nivola.",L'industrie du drap de Montrésor s'est éteinte au XIXe siècle en raison du manque de voies de communication importantes.,False
359,"Plus largement, la gestuelle pharaonique recouvre tous les champs d'activité du collectif et ignore la séparation des pouvoirs.",Le langage corporel pharaonique ignore la séparation des pouvoirs et couvre toutes les activités du collectif.,True
386,Pharaon est toujours le seul vainqueur ; debout en assommant une grappe de prisonniers ou en décochant des flèches depuis son char de combat.,Pharaon est le seul gagnant car il est le seul à pouvoir se tenir prêt et tirer des flèches depuis son tank.,True
195,"Même si certaines critiques expriment, dans un premier temps, des réserves concernant la difficulté de trouver une suite complète au premier opus, Portal 2 est très bien accueilli par l'ensemble de la presse spécialisée.","Sous la pluie de Spa, alors qu'il était en tête, sa voiture a glissé et s'est écrasée dans un arbre.",False
204,"Le scénario du jeu, son rythme et son humour noir sont présentés comme des éléments uniques, et les spécialistes saluent le travail apporté aux voix de GLaDOS, de Wheatley et de Cave Johnson.","L'histoire, le rythme et l'humour noir du jeu sont présentés comme des éléments uniques, et les spécialistes saluent le travail apporté aux voix de GLaDOS, Wheatley et Cave Johnson.",True
