,original,paraphrase,similar
401,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.","The film universe's supporting characters, such as Jonathan ""Jack"" O'Neill and Daniel Jackson, were re-introduced in the series.",False
426,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,"Saman was written in seven to eight months while Utami was unemployed and sold over 100,000 copies.",False
473,Scottish privateers played a major part in the Second Anglo-Dutch War.,Rgnald was a viking leader who ruled the Isle of Man and Northumbria in the early 10th century.,False
468,There were now Royal Navy patrols in Scottish waters even in peacetime.,An adaptation is in the works.,False
199,"The Monroe Doctrine, also known as The Venezuela Case,:52 is an 1896 American propaganda film.","In the 15th century, there were attempts to create naval forces.",False
330,"He acquired a total of 38 ships including the Great Michael, at that time the largest in Europe.",The Great Michael was the largest ship in Europe at that time.,True
426,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,The English fleet that accompanied Cromwell's army that conquered Scotland in 1649–51 split Scottish ships and crews among the Commonwealth fleet.,True
160,"and in user experience for Google Docs, Sheets, and Slides while also performing stand-up comedy.",While also performing stand-up comedy.,True
366,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,The navy of three warships was established in the 1690s to protect local shipping.,False
457,The Scots were drawn into King William II's continental wars.,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness, and wondered if it was Utami's own work.",False
0,"The first season of the military science fiction television series Stargate SG-1 commenced airing on the Showtime channel in the United States on July 27, 1997, concluded on the Sci Fi channel on March 6, 1998, and contained 22 episodes.",He and his kinsman Sitric Cech fought several battles against local kings in Ireland.,False
425,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,The lives of four sexually-liberated female friends and a former Catholic priest are depicted in Utami's first novel.,False
440,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,She writes about the supernatural.,False
82,"As of 2008, it has been translated into six languages and won several awards, including the 2000 Prince Claus Award.","The Venezuela Case, also known as The Monroe Doctrine is an 1896 American propaganda film.",False
289,Heavy armour was abandoned after the Flodden campaign.,"After the Flodden campaign, the heavy armour was abandoned.",True
387,"As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David Leslie and these veterans played an important role in training recruits.",The first season of the military science fiction television series began airing on the Showtime channel in the US in 1997 and ended on theSci Fi channel in 1998.,False
209,"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was an American landscape photographer and environmentalist known for his black-and-white images of the American West.",The American landscape photographer and environmentalist known for his black-and-white images of the American West was named Ansel Easton Adams.,True
260,"Warfare in early modern Scotland includes all forms of military activity in Scotland or by Scottish forces, between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eighteenth century.","Between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eightteenth century, warfare in early modern Scotland included all forms of military activity.",True
155,She worked in design for Yahoo!,"Between the adoption of new ideas of the Renaissance in the early sixteenth century and the military defeat of the Jacobite movement in the mid-eightteenth century, warfare in early modern Scotland included all forms of military activity.",False
99,He was a grandson of Ímar and a member of the Uí Ímair.,He characterized his photography by the clarity and depth of the images.,False
367,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,The Royal Navy took possession of these vessels after the Act of Union.,False
33,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.",Sarah Anne Cooper is a Jamaican-American author and comedian.,False
466,There were now Royal Navy patrols in Scottish waters even in peacetime.,The Royal Navy was patrolling in Scottish waters.,True
342,Scottish naval efforts subsequently relied on privateering captains and hired merchantmen.,Merchantmen were hired to help Scottish naval efforts.,True
35,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","The Annals of Ulster described Ragnall as ""king of the fair foreigners and the dark foreigners"" after he died.",False
319,"In the 1540s and 1550s, Scotland was given a defended border of earthwork forts and additions to existing castles.",Scotland was given additions to existing castles in the 1540s and 1550s.,True
288,Heavy armour was abandoned after the Flodden campaign.,After the Flodden campaign heavy armour was abandoned.,True
417,"During the Bishops' Wars, Scottish privateers took English prizes.",Scottish privateers won English prizes during the Bishops' Wars.,True
219,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.","The Zone System is a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.",True
446,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.","Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet, while pikemen became less important.",True
439,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.",Saman was published in 1997 after winning the Jakarta Arts Council Novel Competition.,False
293,Highland lords tended to continue to use lighter chainmail and ordinary highlanders dressed in the plaid.,Lighter chainmail and highlanders dressed in plaid were used by Highland lords.,True
326,James IV founded a harbour at Newhaven and a dockyard at the Pools of Airth.,The harbour at Newhaven and the dockyard at the Pools of Airth were founded by James IV.,True
314,James IV established a gun foundry in 1511 and gunpowder weaponry fundamentally altered the nature of castle architecture.,There were attempts to establish a militia on the English model at the Restoration.,False
473,Scottish privateers played a major part in the Second Anglo-Dutch War.,Scottish privateers played a big part in the Second Anglo-Dutch War.,True
346,Despite truces with England there were periodic outbreaks of a guerre de course.,There were occasional guerre de course with England despite truces.,True
22,"However, they encountered a powerful enemy in the film named the Goa'uld, who are bent on destroying Earth and all who oppose them.","It is a matter of dispute whether Edward the Elder, King of the Anglo-Saxons, was recognised as Ragnall's overlord.",False
420,"After the Covenanters allied with the English Parliament they established two patrol squadrons for the Atlantic and North Sea coasts, known collectively as the ""Scotch Guard"".",Saman was published in 1998 by Ayu Utami.,False
194,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to be Successful Without Hurting Men's Feelings.,True
193,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,The nature of castle architecture was altered by gunpowder weaponry in 1511.,False
4,"The first season of the military science fiction television series Stargate SG-1 commenced airing on the Showtime channel in the United States on July 27, 1997, concluded on the Sci Fi channel on March 6, 1998, and contained 22 episodes.","The first season of the military science fiction television series began airing on the Showtime channel in the United States on July 27, 1997, and ended on theSci Fi channel on March 6, 1998.",True
380,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,Many Scots served in foreign armies during the Thirty Years' War.,True
31,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.",It is Utami's first novel and depicts the lives of four sexually-liberated female friends and a former Catholic priest.,True
389,"As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David Leslie and these veterans played an important role in training recruits.","Supporting characters from the film universe, such as Jonathan ""Jack"" O'Neill and Daniel Jackson, were re-introduced in the series.",False
309,"Feudal heavy cavalry were replaced with light horse, often drawn from the Borders.",More fortresses were built in the style of the trace italienne.,False
287,Heavy armour was abandoned after the Flodden campaign.,The Flodden campaign resulted in the abandonment of heavy armour.,True
202,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.","There is a fight between the British Empire, the United States, and Venezuela.",True
364,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.","There were seven units of infantry, two horses and one troop of Horse Guards at the Union.",False
472,Scottish privateers played a major part in the Second Anglo-Dutch War.,An adaptation of a film is being made.,False
206,"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was an American landscape photographer and environmentalist known for his black-and-white images of the American West.",Adams was an American landscape photographer and environmentalist who was known for his black-and-white images of the American West.,True
294,Highland lords tended to continue to use lighter chainmail and ordinary highlanders dressed in the plaid.,Scottish privateers took English prizes in the Bishops' Wars.,False
172,"Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like were published in 2016.","Her first two books, 100 tricks to appear smart in meetings and draw what success looks like, were published in 2016",True
353,James V built a new harbour at Burntisland in 1542.,Scottish privateers played a big part in the Second Anglo-Dutch War.,False
249,"For his work and his persistent advocacy, which helped expand the National Park system, he was awarded the Presidential Medal of Freedom in 1980.",The Royal Scots Navy and privateers took part in a major expedition in 1627.,False
285,Heavy armour was abandoned after the Flodden campaign.,"After the Flodden campaign, heavy armour was abandoned.",True
201,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.",gunpowder weaponry fundamentally altered the nature of castle architecture when it was established by James IV in 1511.,False
87,A film adaptation is in the making.,An adaptation of a film is being made.,True
85,A film adaptation is in the making.,A film is being made.,True
185,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.","Sarah Cooper: Everything's Fine, her show about the success of these, was released in October 2020.",True
402,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.","Most cavalry had pistols and swords, but may have included lancers.",True
347,Despite truces with England there were periodic outbreaks of a guerre de course.,"Scottish seamen were protected against impressment, but a fixed quota of conscripts was levied from the sea-coast burghs.",False
129,"This group tried to organise an alliance with Æthelflæd, Lady of the Mercians but this attempt was cut short by her death in 918.",The attempt to organize an alliance with the Lady of the Mercians was cut short by her death.,True
330,"He acquired a total of 38 ships including the Great Michael, at that time the largest in Europe.",There were attempts to establish a national militia on the English model at the Restoration.,False
378,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,"The Black Watch was raised for the British army in 1740, but its growth was delayed by the Jacobite Rebellion in 1745.",False
223,The resulting clarity and depth of such images characterized his photography.,Privateering captains and merchantmen were hired by Scottish naval efforts.,False
166,Cooper left Google to focus full-time on writing and comedy.,The individuals were expected to provide their own equipment.,False
70,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.",How to be Successful Without Hurting Men's Feelings was her third book.,False
10,"Stargate SG-1 re-introduced supporting characters from the film universe, such as Jonathan ""Jack"" O'Neill and Daniel Jackson and included new characters such as Teal'c, George Hammond and Samantha ""Sam"" Carter.","In the Battle of Corbridge, he fought against the King of Scotland, Constantn mac eda, and he was able to establish himself as king at York.",False
25,Saman is an Indonesian novel by Ayu Utami published in  1998.,Saman was published in 1998 by Ayu Utami.,True
284,Highland troops often brought bows and two-handed swords.,"Royalist armies, like those led by James Graham, were mostly composed of conventionally armed infantry.",False
340,Scottish naval efforts subsequently relied on privateering captains and hired merchantmen.,"Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet, as pikemen became less important.",False
454,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.",The novel portrayed a woman's views of sexuality in a novel way.,False
442,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,"The political realities reflected in Saman are still applicable to post-Suharto Indonesia, according to Utami.",False
41,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.",Sarah Anne Cooper is a Jamaican-American author and comedian who lives in New York City.,False
350,James V built a new harbour at Burntisland in 1542.,King William II's continental wars drew the Scots into them.,False
62,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.",Saman was published after it won the Jakarta Arts Council Novel Competition.,True
481,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",The Act of Union took place in 1707.,True
203,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.","In the fifteenth century, there were attempts to create naval forces.",False
267,"In the late Middle Ages, Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent.",Many Scots were involved in foreign armies during the Thirty Years' War.,False
394,Covenanter armies intervened in the Civil Wars in England and Ireland.,The Civil Wars in England and Ireland were fought by Covenanter armies.,True
494,"As part of the British Army, Scottish regiments took part in a series of wars on the European continent.",Scottish units in the British Army took part in a number of wars on Europe.,True
48,She also writes  about  the  supernatural and mysticism.,Cooper left the company to focus on writing and comedy full time.,False
218,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.","The Zone System is a method of achieving a desired final print through a deep technical understanding of how the tonal range is recorded and developed during exposure, negative development and printing.",True
184,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",Light horse was often drawn from the Borders.,False
275,"Individuals were expected to provide their own equipment, including axes and pole arms.",Many Scots served in foreign armies during the Thirty Years' War.,False
443,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,"In the suppression of Covenanter rebellions, the standing army was mainly used.",True
490,"As part of the British Army, Scottish regiments took part in a series of wars on the European continent.",He was a member of the U mair.,False
265,"In the late Middle Ages, Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent.",The Royal Scots Navy and privateers participated in a major expedition in 1627.,False
265,"In the late Middle Ages, Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent.","Common service, feudal obligations and money contracts of bonds of manrent were the basis of Scottish armies in the late Middle Ages.",True
48,She also writes  about  the  supernatural and mysticism.,She writes about mysticism.,True
64,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.","Sarah Cooper: Everything's Fine, her show about the success of these, was released on the internet in October 2020.",False
468,There were now Royal Navy patrols in Scottish waters even in peacetime.,There were Royal Navy patrols in Scottish waters.,True
117,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.",He was given his first camera when he was 12.,False
451,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.",The 1997 Jakarta Arts Council Novel Competition resulted in the publication of Saman.,False
360,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.","The conflict between England and the Union of Crowns ended in 1603, but England's foreign policy allowed Scottish shipping to attack.",True
455,The Scots were drawn into King William II's continental wars.,King William II's continental wars drew the Scots into them.,True
97,He was a grandson of Ímar and a member of the Uí Ímair.,He was a member of the U mair and the grandson of mar.,True
321,There were attempts to create royal naval forces in the fifteenth century.,There were attempts to create naval forces in the fifteenth century.,True
41,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.","Saman deals with topics of sexuality, taboo for women writers in Indonesia at that time.",True
298,The crown took an increasing role in the supply of equipment.,Scottish privateers won English prizes.,False
320,There were attempts to create royal naval forces in the fifteenth century.,The English fleet that accompanied Cromwell's army that conquered Scotland in 1649–51 was too much for the Scottish navy.,False
491,"As part of the British Army, Scottish regiments took part in a series of wars on the European continent.","After he was kicked out of Dublin in 902, Ragnall may have ruled territory in southern Scotland or the Isle of Man.",False
79,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,The novel portrayed a woman's views of sexuality in a novel way.,True
149,He was succeeded as king by Sitric Cáech.,"There were difficulties in recruiting in the mid-sixteenth century, but in 1513 these systems produced a formidable force.",False
182,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",Cooper uploaded videos of herself lip-syncing statements made by Donald Trump.,True
165,Cooper left Google to focus full-time on writing and comedy.,"In the mid-sixteenth century there were difficulties in recruiting, but in 1513 these systems produced a large and formidable force.",False
143,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".","The Annals of Ulster describe Ragnall as the ""king of the fair foreigners and the dark foreigners"" after he died.",True
391,Covenanter armies intervened in the Civil Wars in England and Ireland.,"The first season of the military science fiction television series began airing on the Showtime channel in the United States on July 27, 1997 and ended on theSci Fi channel on March 6, 1998.",False
18,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.","The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.",True
140,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".",He was awarded the Presidential Medal of Freedom in 1980 for his work in expanding the National Park system.,False
424,"After the Covenanters allied with the English Parliament they established two patrol squadrons for the Atlantic and North Sea coasts, known collectively as the ""Scotch Guard"".","The ""Scotch Guard"" was formed after the Covenanters allied with the English Parliament.",True
139,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.","It is a matter of dispute whether Edward the Elder, King of the Anglo-Saxons, was Ragnall's overlord.",True
351,James V built a new harbour at Burntisland in 1542.,A new harbour was built by James V.,True
487,"At the Union, the standing army was seven units of infantry, two of horse and one troop of Horse Guards, besides varying levels of fortress artillery.","After he was kicked out of Dublin in 902, Ragnall may have ruled southern Scotland or the Isle of Man.",False
251,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.","The conflict between England and the Union of Crowns ended in 1603, but England's foreign policy opened the way for Scottish shipping to attack.",False
493,"As part of the British Army, Scottish regiments took part in a series of wars on the European continent.",Sitric established himself as king when he regained Dublin.,False
168,Cooper left Google to focus full-time on writing and comedy.,After the Flodden campaign heavy armour was abandoned.,False
273,"In 1513 these systems produced a large and formidable force, but in the mid-sixteenth century there were difficulties in recruitment.",The Civil Wars in England and Ireland were fought by armies.,False
6,The show itself is a spin-off from the 1994 hit movie Stargate written by Dean Devlin and Roland Emmerich.,The show is a spin-off of the hit movie Stargate.,True
376,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,"At the Union, there were seven units of infantry, two of horse and one troop of Horse Guards.",False
305,"Feudal heavy cavalry were replaced with light horse, often drawn from the Borders.",There was only a small force of cavalry available for siege warfare.,False
444,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,The reception was not unanimous.,False
386,"As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David Leslie and these veterans played an important role in training recruits.","As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David, and these veterans played an important role in training recruits.",True
378,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,The Scots captured Quebec in 1629 after returning to the West Indies.,True
226,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",Scottish ships had some success against privateers but were sold after the Flodden campaign.,False
30,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.","It is a matter of dispute whether Edward the Elder, King of the Anglo-Saxons, was recognised by Ragnall as his overlord.",False
492,"As part of the British Army, Scottish regiments took part in a series of wars on the European continent.",Scottish units in the British Army took part in a number of wars in Europe.,True
55,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,While also performing stand-up comedy.,False
91,"Ragnall ua Ímair (Old Norse: Rögnvaldr, died 921) or Rægnald was a Viking leader who ruled Northumbria and the Isle of Man in the early 10th century.","There is a fight over national determinism between the British Empire, the United States and Venezuela.",False
332,"He acquired a total of 38 ships including the Great Michael, at that time the largest in Europe.","At that time, the Great Michael was the largest ship in Europe.",True
162,"and in user experience for Google Docs, Sheets, and Slides while also performing stand-up comedy.",People were expected to provide their own equipment.,False
275,"Individuals were expected to provide their own equipment, including axes and pole arms.",Individuals were expected to provide their own equipment.,True
424,"After the Covenanters allied with the English Parliament they established two patrol squadrons for the Atlantic and North Sea coasts, known collectively as the ""Scotch Guard"".",She writes about mysticism and the supernatural.,False
480,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",A film is being made.,False
203,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.","The British Empire, the United States and Venezuela are at odds over national determinism.",True
19,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.","The Annals of Ulster describe Ragnall as ""king of the fair foreigners and the dark foreigners"" after he died.",False
61,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.",The 1997 Jakarta Arts Council Novel Competition resulted in the publication of Saman.,True
430,"During the English occupation, more fortresses in the style of the trace italienne were built.","Saman was written in seven to eight months while Utami was out of work and sold over 100,000 copies.",False
351,James V built a new harbour at Burntisland in 1542.,"Scottish seamen received protection against impressment, but a fixed quota of conscripts was levied from the sea-coast burghs.",False
272,"In 1513 these systems produced a large and formidable force, but in the mid-sixteenth century there were difficulties in recruitment.","As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home, including experienced leaders like Alexander and David and these veterans played an important role in training recruits.",False
137,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.","It is a matter of dispute whether Edward the Elder, King of the Anglo-Saxons, was recognised as Ragnall's overlord.",True
477,"In the 1690s a fleet of five ships was established for the Darien Scheme, and a professional navy of three warships to protect local shipping.",Rgnald was a Viking leader who ruled the Isle of Man and Northumbria in the early 10th century.,False
135,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.","It is a matter of dispute whether Edward the Elder, King of the Anglo-Saxons, was recognised by Ragnall as his overlord.",True
58,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,The political realities reflected in Saman are still applicable to post-Suharto Indonesia according to Utami.,True
299,The crown took an increasing role in the supply of equipment.,"The ""Scotch Guard"" was formed after the Covenanters allied with the English Parliament.",False
329,James IV founded a harbour at Newhaven and a dockyard at the Pools of Airth.,"The army in Scotland was about 3,250 men on the eve of the revolution.",False
47,She also writes  about  the  supernatural and mysticism.,"While performing stand-up comedy, I was also doing user experience work for the internet giant.",False
206,"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was an American landscape photographer and environmentalist known for his black-and-white images of the American West.",Scotland was given a border of forts and castles in the 1540s and 1550s.,False
130,"His reign saw three issues of coinage, although this was perhaps done on the orders of Hrotheweard, Archbishop of York.","The three issues of coinage may have been done on the orders of Hrotheweard, the Archbishop of York.",True
353,James V built a new harbour at Burntisland in 1542.,The harbour at Burntisland was built in 1542 by James V.,True
128,"This group tried to organise an alliance with Æthelflæd, Lady of the Mercians but this attempt was cut short by her death in 918.",The attempt to form an alliance with Lady of the Mercians was cut short when she died.,True
118,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.","In the Battle of Corbridge, he was able to establish himself as king at York, despite the fact that it was not decisive.",True
316,"In the 1540s and 1550s, Scotland was given a defended border of earthwork forts and additions to existing castles.",Scotland was given a border of forts and castles in the 1540s and 1550s.,True
33,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.",The lives of four sexually-liberated female friends and a former catholic priest are depicted in Utami's first novel.,True
255,"He helped to stage that department's first photography exhibition, helped found the photography magazine Aperture, and co-founded the Center for Creative Photography at the University of Arizona.",He co-founded the Center for Creative Photography at the University of Arizona and helped to stage that department's first photography exhibition.,True
447,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.","Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet, and pikemen became less important.",True
145,He was succeeded as king by Sitric Cáech.,Sitric Cech succeeded him as king.,True
204,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.",The harbour at Newhaven and the dockyard at the Pools of Airth was founded by James IV.,False
437,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.","The stories reflect some of the experiences of Utami, such as her loss of religion and that of the priest, Saman.",False
27,Saman is an Indonesian novel by Ayu Utami published in  1998.,"The Annals of Ulster described Ragnall as the ""king of the fair foreigners and the dark foreigners"" after he died.",False
368,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,"The Union had a standing army of seven units of infantry, two of horse and one troop of Horse Guards.",False
433,"During the English occupation, more fortresses in the style of the trace italienne were built.",The trace italienne style of fortresses were built during the English occupation.,True
452,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.",The army in Scotland was over 3000 men on the eve of the revolution.,True
117,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.","Although the Battle of Corbridge was not decisive, Ragnall was able to establish himself as king at York because of it.",True
179,"Her third book, How to Be Successful Without Hurting Men's Feelings, was published in 2018.",The Scots converted from bows to firearms after the pike replaced the spear.,False
83,"As of 2008, it has been translated into six languages and won several awards, including the 2000 Prince Claus Award.","The British Empire, the United States and Venezuela are at odds over national determinism.",False
234,"At age 12, he was given his first camera during his first visit to Yosemite National Park.",The voyages to the Isles and France were the most important use of naval power in his reign.,False
280,Highland troops often brought bows and two-handed swords.,"As armed conflict between the Covenanter regime in Scotland and Charles I in the Bishops' Wars became likely, many mercenaries returned home and played an important role in training recruits.",False
133,"His reign saw three issues of coinage, although this was perhaps done on the orders of Hrotheweard, Archbishop of York.","Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",False
363,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.",The vessels were transferred to the Royal Navy after the Act of Union.,False
137,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.",Establishing the photography department at the Museum of Modern Art in New York was an important landmark in securing photography's institutional legitimacy.,False
169,Cooper left Google to focus full-time on writing and comedy.,Light chainmail and ordinary highlanders dressed in plaid were used by the Highland lords.,False
410,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,The first season was about a military-science expedition team discovering how to use an ancient device to explore the universe.,False
393,Covenanter armies intervened in the Civil Wars in England and Ireland.,"The film universe's supporting characters, such as Jonathan ""Jack"" O'Neil and Daniel Jackson, were re-introduced in the show.",False
465,There were now Royal Navy patrols in Scottish waters even in peacetime.,"In peacetime, there were Royal Navy patrols in Scottish waters.",True
158,She worked in design for Yahoo!,She worked at Yahoo!.,True
171,"Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like were published in 2016.",100 tricks to appear smart in meetings and draw what success looks like were published in 2016,True
484,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",He and his kinsman Sitric Cech won several battles against local kings in Ireland.,False
112,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",Adams was an advocate for the environment for a long time.,False
339,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.","After the Flodden campaign, Scottish ships were sold, but they had some success against privateers.",True
94,"Ragnall ua Ímair (Old Norse: Rögnvaldr, died 921) or Rægnald was a Viking leader who ruled Northumbria and the Isle of Man in the early 10th century.","The Zone System is a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.",False
371,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.",The Act of Union took place in 1707.,False
